full_name,url,language,stars,created_at,days_inactive,lot,code_churn_normalized,pr_merge_time_median_h,issues_resolution_time_h,active_contributors,bus_factor_ratio,pr_count_merged,comment_per_pr_avg,closed_issues,review_cycle_count,has_ci,ci_success_rate,has_tests,weighted_experience,commit_velocity_trend,release_regularity,weekend_commit_ratio,dependency_count,language_diversity,avg_file_size_loc,total_commits,net_loc,churn_loc,active_days,churn_hours,cycle_time_hours,cocomo_pm,cocomo_hours,effort_target,reliability_score
pytorch/pytorch,https://github.com/pytorch/pytorch,Python,99411,2016-08-13T05:26:41Z,0,1,160.0,1.2583333333333333,21.76763888888889,320,0.0678,89,0.0,1,0.0,1,0.5,1,11.467,4.4371,28.54,0.0,7,0.3747,0.0,73600,3680000,5888000,36800,392533.3,402.7,13315.32,2130450.4,622477.5,89.3
openai/whisper,https://github.com/openai/whisper,Python,98308,2022-09-16T20:02:54Z,8,1,160.0,17.69972222222222,0.0,79,0.4337,53,0.0,1,1.5,1,0.88,1,15.151,0.049,109.84,0.11,2,0.0,0.0,166,8300,13280,83,885.3,1398.3,22.14,3542.9,1570.7,72.5
fastapi/fastapi,https://github.com/fastapi/fastapi,Python,97609,2018-12-08T08:21:47Z,0,1,160.0,20.613055555555555,1.2225,456,0.5902,54,0.0,1,4.5,1,0.96,1,11.945,-5.8706,8.17,0.0,202,0.0005,0.0,3480,174000,278400,1740,18560.0,9399.6,540.49,86478.5,29395.6,84.1
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,Python,92171,2023-09-24T13:19:31Z,0,1,160.27,6.850833333333333,15.521666666666668,63,0.494,43,0.0,1,1.0,1,0.86,0,10.217,0.6503,20.1,0.31,10,0.0003,0.0,583,29150,46640,291,3109.3,431.6,82.81,13249.6,4334.1,73.8
github/spec-kit,https://github.com/github/spec-kit,Python,90646,2025-08-21T22:54:31Z,0,1,160.2,3.0619444444444444,15.636805555555556,168,0.4408,29,0.0,1,2.0,1,0.86,1,7.742,4.1434,1.71,0.0,46,0.0838,0.0,819,40950,65520,409,4368.0,514.4,118.33,18932.1,6124.7,82.9
browser-use/browser-use,https://github.com/browser-use/browser-use,Python,89932,2024-10-31T16:00:56Z,3,1,160.02,9.920555555555556,81.41486111111111,306,0.3421,38,0.0,1,1.0,1,0.26,1,9.051,-6.7483,6.13,0.19,136,0.0197,0.0,9115,455750,729200,4557,48613.3,3035.7,1485.51,237680.9,72753.5,86.3
django/django,https://github.com/django/django,Python,87325,2012-04-28T02:47:18Z,0,1,160.01,5.646805555555556,0.0,394,0.1185,14,0.0,1,1.0,1,0.56,1,16.171,-0.2937,0.0,0.26,7,0.0283,0.0,29729,1486450,2378320,14864,158554.7,2224.8,5140.07,822411.3,244427.1,88.8
3b1b/manim,https://github.com/3b1b/manim,Python,86261,2015-03-22T18:50:58Z,6,1,160.03,7.871388888888889,24.687916666666663,172,0.7834,49,0.0,1,1.0,1,0.0,0,10.583,-0.5315,244.97,0.03,7,0.0364,0.0,6181,309050,494480,3090,32965.3,1353.9,1185.56,189689.2,54826.7,76.7
home-assistant/core,https://github.com/home-assistant/core,Python,86173,2013-09-17T07:29:48Z,0,1,160.0,6.818888888888889,2.3516666666666666,423,0.0938,74,0.0,1,2.0,1,0.54,1,13.555,-2.5769,2.7,0.0,25,0.0001,0.0,94305,4715250,7544400,47152,502960.0,2884.4,17273.93,2763829.1,805111.1,89.1
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,Python,82151,2019-10-03T17:31:21Z,118,1,160.0,4.716666666666667,203.88333333333333,205,0.1626,69,0.0,1,1.0,1,0.4359,1,8.619,0.0,0.0,0.3,0,0.3388,0.0,406,20300,32480,203,2165.3,966.9,56.63,9061.5,3185.0,69.6
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,Python,81858,2018-12-24T14:30:48Z,0,1,160.06,8.946111111111112,14.591527777777776,270,0.3121,70,0.0,1,1.0,1,0.52,1,10.237,0.2448,0.0,0.32,37,0.0279,0.0,2781,139050,222480,1390,14832.0,2415.5,427.11,68337.8,21808.2,86.9
infiniflow/ragflow,https://github.com/infiniflow/ragflow,Python,78935,2023-12-12T06:13:13Z,0,1,160.0,0.26,1.8411111111111111,462,0.2011,9,0.0,1,1.0,1,0.46,1,10.323,2.2972,15.95,0.0,162,0.542,0.0,5778,288900,462240,2889,30816.0,120.1,920.44,147270.6,44898.2,88.0
vllm-project/vllm,https://github.com/vllm-project/vllm,Python,78029,2023-02-09T11:23:20Z,0,1,160.0,20.434444444444445,0.915,459,0.0675,74,0.0,1,3.0,1,0.46,1,8.916,-3.1853,10.82,0.0,95,0.1179,0.0,13198,659900,1055840,6599,70389.3,9379.4,2191.11,350576.9,108123.9,89.3
tensorflow/models,https://github.com/tensorflow/models,Python,77666,2016-02-05T01:15:20Z,1,1,160.02,47.61541666666667,427.4619444444445,357,0.1986,66,0.0,1,1.0,1,0.78,0,11.454,-0.1119,60.52,0.04,0,0.147,0.0,8303,415150,664240,4151,44282.7,16998.7,1346.87,215499.6,70340.9,82.9
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,Python,77163,2016-10-18T07:29:07Z,2,1,160.0,2.683333333333333,0.0,292,0.6311,91,0.0,1,1.0,1,0.78,0,10.674,0.007,358.2,0.35,0,0.2377,0.0,2044,102200,163520,1022,10901.3,783.5,309.13,49460.1,15577.7,78.5
PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Python,76467,2020-05-08T10:38:16Z,1,1,160.02,1.1958333333333333,95.0425,275,0.1851,43,0.0,1,1.0,1,0.76,1,9.285,-0.3252,93.7,0.03,4,0.2687,0.0,6759,337950,540720,3379,36048.0,328.9,1085.19,173630.6,52848.8,88.1
python/cpython,https://github.com/python/cpython,Python,72441,2017-02-10T19:23:51Z,0,1,160.0,13.380416666666669,11.157083333333333,353,0.0954,76,0.0,1,3.5,1,0.82,0,14.775,1.8042,0.0,0.13,0,0.3825,0.0,118147,5907350,9451760,59073,630117.3,4723.3,21886.36,3501817.9,1016839.2,84.0
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,Python,72282,2014-07-15T19:11:19Z,3,1,160.0,1.6169444444444443,396.13388888888886,442,0.5221,73,0.0,1,0.0,1,0.0,0,15.019,-0.0385,0.0,0.27,0,0.0,0.0,1812,90600,144960,906,9664.0,714.7,272.39,43582.9,13763.0,79.5
OpenHands/OpenHands,https://github.com/OpenHands/OpenHands,Python,72011,2024-03-13T03:33:31Z,0,1,160.0,6.446805555555556,89.13333333333333,461,0.1098,52,0.0,1,1.0,1,0.78,1,8.439,2.3846,7.91,0.16,153,0.3485,0.0,5612,280600,448960,2806,29930.7,2972.0,892.7,142831.3,44423.2,88.9
pallets/flask,https://github.com/pallets/flask,Python,71447,2010-04-06T11:11:59Z,15,1,160.03,4.629583333333334,1.4694444444444446,398,0.3876,26,0.0,1,0.0,1,0.74,1,15.375,-0.3147,93.84,0.3,128,0.0011,0.0,4729,236450,378320,2364,25221.3,1842.6,745.83,119332.2,37029.9,84.9
hiyouga/LlamaFactory,https://github.com/hiyouga/LlamaFactory,Python,70567,2023-05-28T10:09:12Z,1,1,160.05,3.0275,25.16986111111111,253,0.7338,59,0.0,1,2.0,1,0.18,1,9.889,-0.2832,41.37,0.17,66,0.0034,0.0,2979,148950,238320,1489,15888.0,766.0,550.92,88146.5,25803.1,82.6
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,Python,70522,2023-03-20T09:05:13Z,89,1,160.08,9.69097222222222,110.65472222222222,101,0.6339,60,0.0,1,1.0,1,0.94,1,5.432,0.0,28.68,0.42,15,0.1612,0.0,2103,105150,168240,1051,11216.0,978.8,318.5,50960.2,16093.7,76.2
nextlevelbuilder/ui-ux-pro-max-skill,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,Python,70102,2025-11-30T11:36:31Z,21,1,161.23,17.089166666666667,104.06486111111111,30,0.3893,42,0.0,1,1.0,1,0.0,0,11.82,-0.1713,12.82,0.19,0,0.2154,0.0,131,6550,10480,65,698.7,512.7,17.27,2763.0,1055.8,66.3
ansible/ansible,https://github.com/ansible/ansible,Python,68408,2012-03-06T14:58:02Z,0,1,160.0,4.641388888888889,54.848055555555554,373,0.1204,69,0.0,1,1.0,0,0.0,1,16.305,0.3776,5.73,0.08,17,0.1337,0.0,42353,2117650,3388240,21176,225882.7,1731.2,7453.46,1192554.2,351971.5,78.8
FoundationAgents/MetaGPT,https://github.com/FoundationAgents/MetaGPT,Python,67390,2023-06-30T09:04:55Z,93,1,160.03,24.95555555555556,1075.9794444444444,116,0.1895,70,0.0,1,1.0,1,0.68,1,9.634,0.0,68.32,0.23,42,0.0251,0.0,4687,234350,374960,2343,24997.3,2894.8,738.87,118219.6,37011.0,80.4
OpenBB-finance/OpenBB,https://github.com/OpenBB-finance/OpenBB,Python,66462,2020-12-20T10:46:38Z,1,1,160.03,10.29875,36.926944444444445,255,0.189,78,0.0,1,1.0,1,0.74,0,7.87,-0.0035,29.16,0.15,0,0.0,0.0,5477,273850,438160,2738,29210.7,2626.2,870.16,139225.8,43238.4,83.0
labmlai/annotated_deep_learning_paper_implementations,https://github.com/labmlai/annotated_deep_learning_paper_implementations,Python,66377,2020-08-25T02:29:34Z,92,1,160.0,22.00875,1048.898888888889,39,0.9045,60,0.0,1,1.5,1,1.0,0,16.406,0.0,0.0,0.33,3,0.1037,0.0,848,42400,67840,424,4522.7,858.3,147.27,23563.9,7231.6,66.0
xtekky/gpt4free,https://github.com/xtekky/gpt4free,Python,66078,2023-03-29T17:00:43Z,3,1,160.04,3.5277777777777777,243.355,259,0.5025,74,0.0,1,1.0,1,0.8,0,10.317,0.8182,3.26,0.53,4,0.0158,0.0,4179,208950,334320,2089,22288.0,913.7,655.02,104803.5,32378.8,79.7
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,Python,65912,2010-08-17T09:43:38Z,0,1,160.01,93.50930555555556,9.590555555555556,409,0.1057,40,0.0,1,2.0,1,0.48,0,15.868,0.4266,40.33,0.04,288,0.0742,0.0,24317,1215850,1945360,12158,129690.7,38245.3,4162.32,665970.9,209513.1,83.9
localstack/localstack,https://github.com/localstack/localstack,Python,64878,2016-10-25T23:48:03Z,32,1,160.02,1.3127777777777778,654.5177777777778,424,0.214,77,0.0,1,1.0,1,0.98,1,11.567,-3.7762,16.84,0.02,218,0.0092,0.0,7391,369550,591280,3695,39418.7,556.6,1191.98,190716.4,58019.6,85.2
unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,Python,64545,2024-05-09T09:48:50Z,0,1,160.0,73.28666666666666,59.45472222222222,71,0.6694,41,0.0,1,1.5,1,1.0,1,10.527,-2.2832,22.11,0.44,13,0.0122,0.0,1458,72900,116640,729,7776.0,5203.4,216.81,34689.3,12386.9,83.3
keras-team/keras,https://github.com/keras-team/keras,Python,64035,2015-03-28T00:35:42Z,0,1,160.01,5.480416666666667,98.43166666666669,407,0.3614,66,0.0,1,2.0,1,0.56,0,13.978,0.3217,23.4,0.03,11,0.0001,0.0,10825,541250,866000,5412,57733.3,2230.5,1779.42,284707.6,86477.3,81.4
bytedance/deer-flow,https://github.com/bytedance/deer-flow,Python,63670,2025-05-07T02:50:19Z,0,1,160.09,14.679444444444444,8.381944444444445,232,0.3272,63,0.0,1,2.0,1,0.86,0,10.424,-8.0944,0.0,0.3,0,0.3003,0.0,1861,93050,148880,930,9925.3,3405.6,280.13,44821.2,14948.6,81.7
pathwaycom/pathway,https://github.com/pathwaycom/pathway,Python,63419,2022-11-27T13:01:14Z,0,1,160.0,73.45680555555555,410.2198611111111,37,0.3771,22,0.0,1,1.0,1,0.56,1,6.623,-0.2657,10.87,0.14,95,0.3381,0.0,1872,93600,149760,936,9984.0,2717.9,281.87,45099.4,14827.2,86.2
openinterpreter/open-interpreter,https://github.com/openinterpreter/open-interpreter,Python,63298,2023-07-14T07:10:44Z,2,1,160.0,10.445,64.98805555555555,123,0.7433,51,0.0,1,2.0,1,0.64,1,6.897,0.0315,15.67,0.09,60,0.0154,0.0,3078,153900,246240,1539,16416.0,1284.7,570.16,91224.8,26838.4,82.4
unslothai/unsloth,https://github.com/unslothai/unsloth,Python,62863,2023-11-29T16:50:09Z,0,1,160.0,0.7291666666666666,22.50777777777778,164,0.6148,15,0.0,1,2.0,1,0.98,1,7.722,-15.3427,15.28,0.02,1934,0.3538,0.0,5002,250100,400160,2501,26677.3,119.6,791.1,126575.8,38689.7,83.9
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,Python,62249,2020-04-11T09:21:31Z,40,1,160.0,38.09986111111111,770.6054166666667,36,0.3758,50,0.0,1,1.5,1,0.3793,0,9.461,0.0035,0.0,0.26,4,0.0465,0.0,322,16100,25760,161,1717.3,1371.6,44.4,7103.9,2690.9,67.7
Asabeneh/30-Days-Of-Python,https://github.com/Asabeneh/30-Days-Of-Python,Python,61605,2019-11-19T17:24:16Z,20,1,160.0,5.876666666666667,2018.0783333333331,80,0.6346,39,0.0,1,1.0,1,1.0,0,10.299,0.8322,0.0,0.43,0,0.0498,0.0,706,35300,56480,353,3765.3,470.1,101.25,16199.2,5263.5,72.6
scrapy/scrapy,https://github.com/scrapy/scrapy,Python,61445,2010-02-22T02:01:14Z,0,1,160.02,7.36375,60.95916666666667,373,0.2119,52,0.0,1,1.0,1,0.48,1,16.146,0.4126,62.31,0.01,236,0.0053,0.0,10135,506750,810800,5067,54053.3,2746.7,1660.52,265683.6,80987.4,87.9
opendatalab/MinerU,https://github.com/opendatalab/MinerU,Python,61104,2024-02-29T08:52:34Z,0,1,160.0,0.5052777777777777,5.177638888888889,72,0.9094,24,0.0,1,1.0,1,0.96,1,10.807,5.8182,10.59,0.0,86,0.0072,0.0,4702,235100,376160,2351,25077.3,36.4,889.63,142340.3,41017.6,80.9
commaai/openpilot,https://github.com/commaai/openpilot,Python,60722,2016-11-24T01:33:30Z,0,1,160.0,51.22625,43.11722222222223,426,0.2343,44,0.0,1,2.0,1,0.8,0,12.23,-5.7273,50.95,0.14,153,0.3904,0.0,16302,815100,1304160,8151,86944.0,21822.4,2735.16,437625.5,137543.8,82.7
CorentinJ/Real-Time-Voice-Cloning,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Python,59638,2019-05-26T08:56:15Z,46,1,160.0,9.917916666666668,1309.0636111111112,17,0.9307,42,0.0,1,1.0,1,0.8889,1,11.038,-0.0035,0.0,0.15,30,0.0,0.0,274,13700,21920,137,1461.3,168.6,44.97,7195.6,2220.4,63.7
docling-project/docling,https://github.com/docling-project/docling,Python,58521,2024-07-09T07:50:26Z,0,1,160.0,1.5116666666666667,53.86972222222222,211,0.2324,91,0.0,1,2.0,1,0.72,1,5.988,1.0385,3.1,0.07,206,0.007,0.0,826,41300,66080,413,4405.3,319.0,119.39,19102.0,6118.8,85.1
microsoft/autogen,https://github.com/microsoft/autogen,Python,57403,2023-08-18T11:43:45Z,9,1,160.0,6.059722222222222,139.98888888888888,443,0.131,77,0.0,1,1.0,1,0.16,0,12.783,0.0315,8.73,0.19,0,0.384,0.0,3610,180500,288800,1805,19253.3,2684.5,561.71,89873.6,28406.7,82.9
ultralytics/yolov5,https://github.com/ultralytics/yolov5,Python,57290,2020-05-18T03:45:11Z,1,1,160.0,10.392777777777775,1005.8025,331,0.7653,55,0.0,1,1.0,1,0.96,0,9.084,0.2378,54.61,0.23,34,0.0156,0.0,2850,142500,228000,1425,15200.0,3440.0,525.89,84143.0,25460.6,77.3
virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,Python,57253,2024-11-29T16:30:01Z,0,1,160.2,10.561666666666667,21.15361111111111,36,0.9184,20,0.0,1,1.0,1,1.0,1,14.55,0.4476,0.0,0.19,28,0.3985,0.0,809,40450,64720,404,4314.7,380.2,140.17,22427.3,6756.9,78.0
zylon-ai/private-gpt,https://github.com/zylon-ai/private-gpt,Python,57205,2023-05-02T09:15:31Z,57,1,160.0,17.7675,52.58,88,0.3885,35,0.0,1,1.0,1,0.4,1,14.241,-0.035,37.75,0.0,121,0.2423,0.0,314,15700,25120,157,1674.7,1563.5,43.24,6918.7,2690.1,71.1
666ghj/MiroFish,https://github.com/666ghj/MiroFish,Python,57193,2025-11-26T04:23:02Z,22,1,160.0,9.547777777777778,20.63305555555556,3,0.8654,2,0.0,1,0.0,1,0.3,0,4.606,0.2727,6.58,0.11,13,0.4234,0.0,260,13000,20800,130,1386.7,28.6,42.56,6810.1,2064.0,50.7
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,Python,57131,2022-12-28T00:51:12Z,163,1,160.0,82.13777777777777,94.89472222222224,35,0.774,35,0.0,1,0.0,0,0.0,0,15.912,0.0,0.0,0.34,0,0.0,0.0,208,10400,16640,104,1109.3,2874.8,33.67,5387.6,2494.6,41.8
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,Python,56949,2024-01-14T18:05:21Z,5,1,160.16,2.0105555555555554,70.82055555555556,95,0.5893,67,0.0,1,0.0,1,0.0,0,3.734,0.3217,67.11,0.13,13,0.0295,0.0,1025,51250,82000,512,5466.7,191.0,149.76,23961.3,7582.9,78.7
soimort/you-get,https://github.com/soimort/you-get,Python,56839,2012-08-20T15:53:36Z,12,1,160.06,8.670694444444445,0.0,226,0.6664,54,0.0,1,0.0,1,0.0,1,15.436,0.0,96.72,0.37,0,0.0059,0.0,2509,125450,200720,1254,13381.3,1959.6,383.36,61337.4,19546.0,82.3
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,Python,56385,2022-09-11T16:39:45Z,0,1,160.04,3.5866666666666664,26.70805555555556,350,0.4024,73,0.0,1,1.0,1,0.94,1,8.281,1.5734,2.9,0.07,168,0.0038,0.0,3847,192350,307760,1923,20517.3,1255.3,600.49,96078.9,29851.0,86.0
harry0703/MoneyPrinterTurbo,https://github.com/harry0703/MoneyPrinterTurbo,Python,56368,2024-03-11T02:57:34Z,3,1,160.58,2.5316666666666663,1492.0411111111111,35,0.638,30,0.0,1,1.0,1,0.5,1,11.176,0.8042,103.81,0.36,8,0.0189,0.0,279,13950,22320,139,1488.0,88.6,38.2,6111.3,1992.8,72.6
Textualize/rich,https://github.com/Textualize/rich,Python,56193,2019-11-10T15:28:09Z,12,1,160.0,6.857638888888889,32.10069444444444,266,0.72,78,0.0,1,2.0,1,0.44,1,14.606,0.6923,47.31,0.59,34,0.0006,0.0,4154,207700,332320,2077,22154.7,1824.1,781.09,124974.3,36619.4,81.8
ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,Python,56088,2025-10-17T07:15:01Z,3,1,162.96,60.70555555555556,1.7119444444444445,13,0.5818,15,0.0,1,0.0,1,0.0,0,7.501,-0.3881,0.0,0.1636,0,0.0794,0.0,55,2750,4400,27,293.3,789.2,6.94,1110.8,605.6,59.5
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,Python,55902,2025-03-06T14:08:14Z,72,1,160.32,6.039166666666667,1096.4170833333333,52,0.2926,41,0.0,1,0.0,1,0.94,1,6.457,0.0,0.0,0.32,11,0.0215,0.0,499,24950,39920,249,2661.3,314.0,70.33,11252.7,3675.4,73.6
deepfakes/faceswap,https://github.com/deepfakes/faceswap,Python,55190,2017-12-19T09:44:13Z,0,1,160.0,19.08194444444445,23.08458333333333,81,0.8105,55,0.0,1,0.0,1,0.94,1,8.506,0.5594,403.57,0.16,16,0.013,0.0,1836,91800,146880,918,9792.0,1545.6,331.42,53027.0,15965.1,81.9
sansan0/TrendRadar,https://github.com/sansan0/TrendRadar,Python,55073,2025-04-28T11:42:16Z,6,1,160.0,0.0,12.601666666666668,3,0.9912,0,0.0,1,0.0,1,0.84,0,5.328,0.1434,0.0,0.28,3,0.0348,0.0,228,11400,18240,114,1216.0,0.0,37.08,5932.8,1794.6,50.3
mem0ai/mem0,https://github.com/mem0ai/mem0,Python,53996,2023-06-20T08:58:36Z,0,1,160.0,15.088611111111112,17.35611111111111,305,0.2113,53,0.0,1,1.5,1,0.7,1,8.762,3.8182,1.1,0.12,56,0.4428,0.0,2144,107200,171520,1072,11434.7,4602.0,325.02,52003.9,17498.7,87.9
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,Python,53960,2025-05-14T08:43:59Z,72,1,161.21,18.02027777777778,210.04583333333332,32,0.5414,33,0.0,1,1.0,1,0.34,0,6.641,-0.0944,0.0,0.13,8,0.5231,0.0,133,6650,10640,66,709.3,576.6,17.55,2807.3,1089.1,60.6
psf/requests,https://github.com/psf/requests,Python,53921,2011-02-13T18:38:17Z,0,1,160.04,12.055,25.45055555555556,401,0.2709,40,0.0,1,1.0,1,0.84,1,15.216,-0.2937,127.03,0.23,57,0.007,0.0,3713,185650,297040,1856,19802.7,4834.1,578.55,92568.0,29865.2,87.3
